Timestamp,Math_Label,Longitude,Latitude,Yaw,Gyro_z,X_Coord,North_Velocity,Y_Coord,East_Velocity,Psid,Vd,Rd,Delta_D,Vol_D,Delta_C,USV_Velocity,Delta,Vol
Timestamp,Math_Label,Longitude,Latitude,Yaw,Gyro_z,X_Coord,North_Velocity,Y_Coord,East_Velocity,Psid,Vd,Rd,Delta_D,Vol_D,Delta_C,USV_Velocity,Delta,Vol
Timestamp,Math_Label,Longitude,Latitude,Yaw,Gyro_z,X_Coord,North_Velocity,Y_Coord,East_Velocity,Psid,Vd,Rd,Delta_D,Vol_D,Delta_C,USV_Velocity,Delta,Vol
Timestamp,Math_Label,Longitude,Latitude,Yaw,Gyro_z,X_Coord,North_Velocity,Y_Coord,East_Velocity,Psid,Vd,Rd,Delta_D,Vol_D,Delta_C,USV_Velocity,Delta,Vol
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:14,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:15,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:15,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:15,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1970-01-01 04:26:15,0，0.00000000,0.00000000,0.000,0.000,-5090454.816,0.000,-9824023.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
